,sh,kingdom,phylum,class,order,family,genus,assignedLevel
3756,SH1292242.09FU,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,o__GS23,,,order
3800,SH1268764.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Ophiocordycipitaceae,g__Tolypocladium,genus
3802,SH1239618.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron,genus
3818,SH0921837.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,genus
3823,SH1241711.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,g__Coleophoma,genus
3833,SH1131404.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,genus
3841,SH1253581.09FU,k__Fungi,p__Mucoromycota,,,,,phylum
3863,SH0944960.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,genus
3873,SH3813894.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,genus
3885,SH0919273.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Rutstroemiaceae,,family
3899,SH0968210.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,,,order
3901,SH1271267.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
3913,SH1023790.09FU,k__Fungi,p__Chytridiomycota,c__Chytridiomycetes,o__Chytridiales,,,order
3918,SH1081994.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleomassariaceae,g__Tumularia,genus
3921,SH0904983.09FU,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__Endogonales,,,order
3926,SH1105888.09FU,k__Fungi,p__Entomophthoromycota,c__Entomophthoromycetes,o__Entomophthorales,f__Entomophthoraceae,g__Pandora,genus
3928,SH0966616.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
3929,SH1083393.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Hydropunctaria,genus
3934,SH1025543.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,,,,class
3941,SH0963097.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Boletales,f__Boletaceae,,family
3943,SH1279468.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Hyphodermataceae,g__Hyphoderma,genus
3944,SH0947573.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__GS33,,,order
3956,SH1012167.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Polyporaceae,g__Polyporus,genus
3959,SH1110927.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,f__Acaulosporaceae,g__Acaulospora,genus
3964,SH0961236.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreaceae,g__Trichoderma,genus
3971,SH1219223.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,g__Serendipita,genus
3974,SH1263852.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Clitopilus,genus
3987,SH1108047.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Podoscyphaceae,g__Podoscypha,genus
4002,SH0961908.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__GS32,,,order
4017,SH0954572.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Conioscyphales,,,order
4034,SH1316861.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Hygrocybe,genus
4041,SH1223316.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,order
4076,SH1125978.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,genus
4081,SH1307912.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Hygrophorus,genus
4093,SH1126323.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,genus
4107,SH0918857.09FU,k__Fungi,p__Basidiomycota,c__Cystobasidiomycetes,o__Erythrobasidiales,f__Erythrobasidiaceae,g__Bannoa,genus
4121,SH1188073.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Atheliales,f__Pilodermataceae,g__Piloderma,genus
4126,SH3926352.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Trichocladium,genus
4142,SH1287823.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,class
4143,SH1047594.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
4147,SH1271276.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Leotiales,,,order
4174,SH0987294.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Umbilicariales,f__Umbilicariaceae,g__Lasallia,genus
4192,SH1291872.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,,,order
4201,SH1043659.09FU,k__Fungi,p__Ascomycota,,,,,phylum
4209,SH1170242.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,genus
4210,SH0931594.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,order
4215,SH0940770.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
4216,SH1085323.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,,,order
4222,SH1067535.09FU,k__Fungi,p__Chytridiomycota,,,,,phylum
4223,SH1279119.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Capronia,genus
4225,SH1110978.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Gliocladium,genus
4232,SH0983887.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Mollisiaceae,g__Mollisia,genus
4239,SH1025522.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
4244,SH0957234.09FU,k__Fungi,p__Glomeromycota,,,,,phylum
4245,SH0982831.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Leohumicola,genus
4257,SH1025988.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Leotiales,,,order
4259,SH1300141.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Xylariaceae,,family
4261,SH0933828.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
4262,SH1255267.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Hygrocybe,genus
4263,SH1131441.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbilia,genus
4272,SH1271059.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Branch06,,,order
4274,SH0912927.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
4285,SH0940926.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,order
4292,SH2006508.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Ascopolyporus,genus
4299,SH0885339.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Melanconidaceae,g__Melanconiella,genus
4304,SH0995308.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,,,order
4307,SH0982462.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Lachnum,genus
4311,SH1223311.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,,family
4323,SH1074577.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,genus
4324,SH1097634.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Patellariales,f__Patellariales_fam_Incertae_sedis,g__Hysteropatella,genus
4333,SH0919838.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,class
4336,SH0950918.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Sebacinaceae,g__Efibulobasidium,genus
4342,SH1204939.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,,family
4360,SH1045046.09FU,k__Fungi,p__Ascomycota,,,,,phylum
4362,SH0912714.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
4366,SH0933889.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
4370,SH2119274.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Entolomataceae,g__Entoloma,genus
4372,SH1192832.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Amorphothecaceae,,family
4374,SH1106484.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Hymenochaetales,f__Hymenochaetaceae,,family
4383,SH0940867.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
4387,SH1025904.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Leotiales,,,order
4389,SH1693068.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,genus
4394,SH1223317.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,,family
4396,SH0945741.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Dominikia,genus
4400,SH0993282.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Microdominikia,genus
4407,SH0936121.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,,,,class
4412,SH0986160.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,,,order
4413,SH1207441.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Polyozellus,genus
4420,SH1101515.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,genus
4424,SH1255786.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,class
4426,SH1034836.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,,,,class
4427,SH0910682.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,genus
4429,SH1283745.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Cortinariaceae,g__Cortinarius,genus
4435,SH1108585.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Peltigerales,f__Collemataceae,g__Leptogium,genus
4436,SH1117675.09FU,k__Fungi,p__Kickxellomycota,c__Ramicandelaberomycetes,o__Ramicandelaberales,,,order
4439,SH0968121.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,,family
4442,SH0903996.09FU,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,genus
4444,SH1271541.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
4445,SH1165450.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Cladophialophora,genus
4449,SH1271213.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
4450,SH0940587.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
4452,SH0993305.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Microdominikia,genus
4454,SH0885354.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Melanconidaceae,g__Melanconiella,genus
4456,SH1073539.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,genus
4457,SH1204931.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
4461,SH1156035.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,,family
4462,SH1031333.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
4463,SH1025525.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
4470,SH1003559.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,genus
4477,SH0912805.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
4480,SH1076420.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Stachybotryaceae,g__Stachybotrys,genus
4491,SH1181524.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Russulales,f__Russulaceae,g__Russula,genus
4495,SH1297562.09FU,k__Fungi,p__Mucoromycota,c__Endogonomycetes,o__GS21,,,order
4511,SH1294529.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,,,order
4558,SH1089912.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Glomus,genus
4559,SH1218930.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,,,order
4576,SH0943836.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,,,order
4607,SH0974341.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Amorphothecaceae,,family
4620,SH1177428.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Leotiales,,,order
4626,SH0997699.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,,,,class
4637,SH1067566.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,genus
4638,SH1102898.09FU,k__Fungi,p__Glomeromycota,,,,,phylum
4639,SH1211681.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
4647,SH1119635.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,,,order
4656,SH0997729.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
4664,SH1239661.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Myxotrichaceae,g__Oidiodendron,genus
4672,SH1089900.09FU,k__Fungi,p__Glomeromycota,,,,,phylum
4674,SH1067504.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,genus
4678,SH0934522.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
4686,SH1188797.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Dermateaceae,,family
4687,SH1177313.09FU,k__Fungi,p__Ascomycota,,,,,phylum
4695,SH1075085.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Amanitaceae,g__Amanita,genus
4704,SH1000121.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
4711,SH1000243.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
4722,SH1190595.09FU,k__Fungi,p__Basidiomycota,c__Pucciniomycetes,o__Pucciniales,f__Gymnosporangiaceae,g__Gymnosporangium,genus
4729,SH1236098.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Mycenaceae,g__Mycena,genus
4739,SH1067574.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,genus
4753,SH1000237.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
4763,SH1094866.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,,,order
4771,SH1279879.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Polyporales,f__Xenasmataceae,g__Xenasma,genus
4773,SH1306555.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
4774,SH0909250.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Polyozellus,genus
4787,SH0909192.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Thelephorales,f__Thelephoraceae,g__Pseudotomentella,genus
4797,SH1001634.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,,family
4802,SH1022463.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Pezizomycotina_fam_Incertae_sedis,g__Neomelanconium,genus
4805,SH1252459.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Hygrophoraceae,g__Arrhenia,genus
4806,SH1234120.09FU,k__Fungi,p__Chytridiomycota,c__Lobulomycetes,o__Lobulomycetales,,,order
4809,SH0940969.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,,family
4812,SH1003061.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
4822,SH1229031.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,genus
4824,SH1249767.09FU,k__Fungi,p__Mucoromycota,c__Umbelopsidomycetes,,,,class
4825,SH1082142.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Occultibambusaceae,,family
4828,SH0982598.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Leohumicola,genus
4832,SH1276647.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Arachnopeziza,genus
4833,SH1055310.09FU,k__Fungi,p__Zoopagomycota,c__Zoopagomycetes,o__Zoopagales,,,order
4834,SH1117247.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Inocybaceae,g__Inocybe,genus
4837,SH1078871.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Leohumicola,genus
4842,SH1220038.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Clavulinaceae,,family
4847,SH0949448.09FU,k__Fungi,p__Ascomycota,,,,,phylum
4852,SH1067587.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Agaricales,f__Clavariaceae,g__Clavaria,genus
4857,SH0945509.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Erysiphales,f__Erysiphaceae,g__Blumeria,genus
4868,SH1000187.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
4883,SH1000169.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
4897,SH0961041.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
4898,SH1289166.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,,,order
4899,SH1065502.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Discinellaceae,,family
4903,SH0965341.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Lasiosphaeriaceae,g__Schizothecium,genus
4914,SH0965312.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Neoschizotheciaceae,g__Neoschizothecium,genus
4919,SH0935061.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Ophiostomatales,f__Ophiostomataceae,,family
4922,SH0951255.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,f__Onygenaceae,g__Auxarthron,genus
4936,SH1111894.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Ophiostomatales,f__Ophiostomataceae,,family
4941,SH1047640.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
4943,SH1292530.09FU,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,,,order
4945,SH1048158.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,,,order
4956,SH1030951.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Glomerales,f__Glomeraceae,g__Kamienskia,genus
4961,SH0888516.09FU,k__Fungi,p__Ascomycota,,,,,phylum
4963,SH0903403.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,,,order
4983,SH1069223.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Ploettnerulaceae,g__Mycochaetophora,genus
4987,SH1784435.09FU,k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbilia,genus
5004,SH1154627.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,,,,class
5009,SH1047639.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
5018,SH2495297.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Gibellulopsis,genus
5023,SH1047605.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,,,order
5025,SH1020317.09FU,k__Fungi,p__Glomeromycota,c__Glomeromycetes,o__Diversisporales,f__Pacisporaceae,g__Pacispora,genus
5030,SH1307655.09FU,k__Fungi,p__Basidiomycota,c__Microbotryomycetes,o__Microbotryomycetes_ord_Incertae_sedis,f__Microbotryomycetes_fam_Incertae_sedis,g__Curvibasidium,genus
5040,SH3177378.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Plectosphaerella,genus
5043,SH1276201.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,,,order
5062,SH0916336.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,,,order
5069,SH1087073.09FU,k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Tetragoniomycetaceae,g__Cryptotrichosporon,genus
5071,SH1072574.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Ostropales,f__Stictidaceae,g__Stictis,genus
5072,SH1771912.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Gnomoniaceae,g__Alnecium,genus
5073,SH0903909.09FU,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,genus
5074,SH0954141.09FU,k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Acarosporales,f__Acarosporaceae,g__Polysporina,genus
5076,SH1288661.09FU,k__Fungi,p__Mortierellomycota,c__Mortierellomycetes,o__Mortierellales,f__Mortierellaceae,g__Mortierella,genus
5085,SH2145427.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,genus
5087,SH0934692.09FU,k__Fungi,p__Glomeromycota,c__Archaeosporomycetes,o__Archaeosporales,f__Archaeosporaceae,,family
5092,SH1061252.09FU,k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetaceae,g__Ogataea,genus
5093,SH0950842.09FU,k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Neophaeosphaeriaceae,,family
5098,SH0938837.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Sordariales,f__Chaetomiaceae,g__Chaetomium,genus
5099,SH0936870.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Magnaporthales,f__Magnaporthaceae,g__Arxiella,genus
5107,SH1264408.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Xylariales,f__Bartaliniaceae,g__Bartalinia,genus
5109,SH1047658.09FU,k__Fungi,p__Ascomycota,c__Archaeorhizomycetes,o__Archaeorhizomycetales,f__Archaeorhizomycetaceae,g__Archaeorhizomyces,genus
5117,SH0910003.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Capronia,genus
5119,SH0907089.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Sebacinales,f__Serendipitaceae,,family
5122,SH1040686.09FU,k__Fungi,p__Basidiomycota,c__Agaricomycetes,o__Cantharellales,f__Ceratobasidiaceae,g__Ceratobasidium,genus
5123,SH1239944.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Nectriaceae,g__Ilyonectria,genus
5126,SH0903969.09FU,k__Fungi,p__Glomeromycota,c__Paraglomeromycetes,o__Paraglomerales,f__Paraglomeraceae,g__Paraglomus,genus
5132,SH0916398.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Onygenales,,,order
5136,SH1271607.09FU,k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Tympanidaceae,,family
5141,SH0995151.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Chaetosphaeriales,f__Chaetosphaeriaceae,g__Chaetosphaeria,genus
5143,SH0953193.09FU,k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Rasamsonia,genus
5144,SH1237861.09FU,k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Pachyphlodes,genus
5152,SH3177366.09FU,k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Plectosphaerella,genus
