,sh,phylum,class,order,family,genus,species
17553,AB080089.1.1743,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps farinosa
17659,AB044629.1.2282,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps pruinosa
17692,AB054281.1.1753,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Millerozyma,Millerozyma farinosa
17697,AB054288.1.1750,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces segobiensis
17703,AB054526.1.1764,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Sugiyamaella,Candida sp. HA 174
17731,AB047308.1.1794,Glomeromycotina,Archaeosporales,Ambisporaceae,Ambispora,Ambispora,Ambispora leptoticha
17733,AB054676.1.1769,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Nakaseomyces-Candida,Nakaseomyces-Candida clade
17741,AB048283.1.1774,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Ascotricha,Ascotricha chartarum
17809,AB027320.1.2227,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium japonicum
17829,KF952247.1.1715,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus flavipes
17840,AB048285.1.1773,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium globosum
17847,AB052560.1.1784,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,Kockovaella sacchari
17854,AB053235.1.1736,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia nakasei
17924,AB072235.1.1782,Basidiomycota,Tremellomycetes,Tremellales,Bulleraceae,Bullera,Bullera formosensis
17952,AB084587.1.1670,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Ceriporia,Ceriporia reticulata
17987,AB084608.1.1658,Basidiomycota,Agaricomycetes,Polyporales,Incertae Sedis,Trametes,Trametes versicolor
17991,AB054268.1.1751,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces udenii
18007,AB054276.1.1751,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Debaryomyces castellii
18043,AB054557.1.1748,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
18047,AB084606.1.1698,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Phlebia,Phlebia uda
18050,AB054566.1.1767,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces,Candida solani
18140,AB053239.1.1732,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia kudriavzevii
18221,AB075440.1.1660,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium longisporum
18238,AB086237.1.1754,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania-Candida,Kazachstania-Candida clade
18273,AB054270.1.1752,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces hansenii var. hansenii
18286,AB054547.1.1748,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
18289,AB054558.1.1760,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
18292,AB054568.1.1789,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera-Candida,Cyberlindnera-Candida clade
18341,AB034906.1.1763,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Citeromyces,Citeromyces siamensis
18348,AB035584.1.1789,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Cutaneotrichosporon,Cutaneotrichosporon debeurmannianum
18378,AB054273.1.1751,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces pseudopolymorphus
18382,AB054284.1.1752,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces haplophilus
18394,AB054553.1.1760,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
18400,AB054274.1.1752,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces vanrijiae
18402,AB054560.1.1769,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Nakazawaea,Nakazawaea wickerhamii
18403,AB054278.1.1754,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Millerozyma,Millerozyma acaciae
18405,AB054574.1.1765,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Barnettozyma-Candida,Barnettozyma-Candida clade
18406,AB054285.1.1741,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma-Candida,Yamadazyma-Candida clade
18408,AB054524.1.1767,Ascomycota,Saccharomycetes,Saccharomycetales,Trichomonascaceae,Spencermartinsiella,Candida sp. HA 1034
18412,AB054543.1.1756,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
18415,AB054551.1.1747,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
18419,AB054554.1.1757,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
18422,AB039285.1.1794,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,Vanrija albida
18427,AB054562.1.1763,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces-Candida,Wickerhamomyces-Candida clade
18431,AB054674.1.1766,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Vanderwaltozyma,Vanderwaltozyma yarrowii
18502,AB041250.1.1790,Ascomycota,Dothideomycetes,Botryosphaeriales,Phyllostictaceae,Phyllosticta,Phyllosticta pyrolae
18507,AB053249.1.1731,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora zaruensis
18523,AB054266.1.1752,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces yamadae
18571,AB053240.1.1734,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia occidentalis
18572,AB054673.1.1766,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,Kluyveromyces lactis
18576,AB053244.1.1732,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora diversa
18580,AB073273.1.1800,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula kratochvilovae
18613,AB107135.1.1742,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium fungicola var. fungicola
18618,AB069701.1.1659,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Thysanophora,Penicillium taxi
18648,AB073274.1.1796,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Rhodosporidiobolus lusitaniae
18652,AB074496.1.1553,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
18665,AB097396.1.1756,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Kazachstania turicensis
18826,AB035588.1.1782,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,Vanrija fragicola
18829,AB035721.1.2489,Basidiomycota,Cystobasidiomycetes,Erythrobasidiales,Erythrobasidiaceae,Bannoa,Bannoa bischofiae
18931,AB042220.1.1782,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,Kockovaella cucphuongensis
18954,AB054267.1.1753,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces vanrijiae var. yarrowii
18964,AB054571.1.1713,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Cyberlindnera-Candida,Cyberlindnera-Candida clade
18967,AB055191.1.1742,Basidiomycota,Cystobasidiomycetes,Cystobasidiales,Cystobasidiaceae,Cystobasidium,Cystobasidium sp. 'cassiicola'
18976,AB066644.1.1812,Basidiomycota,Agaricostilbomycetes,Incertae Sedis,Incertae Sedis,[Sporobolomyces],[Sporobolomyces] group
18981,AB069702.1.1659,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Thysanophora,Thysanophora canadensis
19016,AB073275.1.1796,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula sphaerocarpa
19028,AB126645.1.1784,Basidiomycota,Cystobasidiomycetes,Incertae Sedis,Incertae Sedis,Symmetrospora,Symmetrospora marina
19029,AB126683.1.1751,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces-Candida,Wickerhamomyces-Candida clade
19052,AB075429.1.1659,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Thysanophora,Thysanophora penicillioides
19056,AB075439.1.1659,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium longisporum
19091,AB053253.1.1731,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora besseyi
19109,AB054271.1.1752,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces nepalensis
19112,AB054282.1.1752,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Meyerozyma-Candida,Meyerozyma-Candida clade
19113,AB054291.1.1752,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces medius
19130,AB084590.1.1743,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,Gloeoporus,Gloeoporus pannocinctus
19139,AB085800.1.1782,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Cryptococcus sp. CBS 2993
19174,AB075545.1.1782,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Filobasidium,Filobasidium elegans
19189,AB053250.1.1732,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora saitoi
19201,AB054259.1.1751,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces robertsiae
19202,AB054265.1.1752,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces polymorphus var. africanus
19217,AB054549.1.1754,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
19278,AB073269.1.1805,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Rhodosporidiobolus azoricus
19290,AB079608.1.3608,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana
19351,AB054883.1.1755,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Starmera-Candida,Starmera-Candida clade
19367,AB075544.1.1782,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Piskurozyma,Piskurozyma capsuligena
19417,AB085798.1.1778,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma carnescens
19461,AB083035.1.1732,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Isaria,Cordyceps fumosorosea
19488,AB084592.1.1670,Basidiomycota,Agaricomycetes,Polyporales,Irpicaceae,Ceriporia,Ceriporia viridans
19494,AB032622.1.1782,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,[Cryptococcus],[Cryptococcus] ater
19497,AB072225.1.1782,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium bisporidii
19516,AB032637.1.1782,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,Vanrija humicola
19526,AB084610.1.1668,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Xylobolus,Xylobolus subpileatus
19529,AB073270.1.1805,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula babjevae
19534,AB032653.1.1782,Basidiomycota,Tremellomycetes,Filobasidiales,Filobasidiaceae,Naganishia,Naganishia vishniacii
19551,AB032663.1.1782,Basidiomycota,Tremellomycetes,Tremellales,Cuniculitremaceae,Kockovaella,Fellomyces sp. JCM 10167
19629,AB086630.1.2482,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps cicadae
19726,AB085801.1.1782,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma psychrotolerans
19816,AB075432.1.1659,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Thysanophora,Thysanophora penicillioides
19829,AB099509.1.1743,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea,Mariannaea pinicola
19861,AB084601.1.1682,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Phlebia,Phlebia chrysocreas
19864,AB084589.1.1654,Basidiomycota,Agaricomycetes,Polyporales,Ceriporiopsis,Ceriporiopsis,Ceriporiopsis aneirina
19871,AB075364.1.1688,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Onygena,Onygena corvina
19898,AB103381.1.1745,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium inflatum
19914,AB054258.1.1752,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces etchellsii
19935,AB100609.1.2538,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Torrubiella,Torrubiella flava
19989,AB085799.1.1781,Basidiomycota,Tremellomycetes,Tremellales,Bulleribasidiaceae,Vishniacozyma,Vishniacozyma peneaus
19991,AB054290.1.1757,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces castillae
20008,AB054548.1.1756,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
20012,AB033528.1.2954,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Paecilomyces pascuus
20066,AB054570.1.1762,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Wickerhamomyces-Candida,Wickerhamomyces-Candida clade
20107,AB080088.1.1743,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps farinosa
20237,AB158296.1.1766,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Tropicoporus,Tropicoporus linteus
20334,AB162148.1.2237,Ascomycota,Sordariomycetes,Hypocreales,Ustilaginoidea,Ustilaginoidea,Ustilaginoidea virens
20406,AB099941.1.1747,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium anisopliae
20441,AB160994.1.1742,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Lecanicillium,Lecanicillium psalliotae
20452,AB100362.1.1745,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Pochonia,Pochonia chlamydosporia
20461,AB047304.1.1794,Glomeromycotina,Archaeosporales,Ambisporaceae,Ambispora,Ambispora,Ambispora leptoticha
20463,AB038421.1.2526,Ascomycota,Sordariomycetes,Microascales,Graphiaceae,Graphium,Graphium basitruncatum
20476,AB048281.1.1779,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Ascotricha,Ascotricha guamensis
20677,AB086629.1.1742,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Isaria,Cordyceps fumosorosea
20686,AB051045.1.1782,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Apiotrichum,Apiotrichum porosum
20706,AB085795.1.1782,Basidiomycota,Tremellomycetes,Tremellales,Rhynchogastremataceae,Papiliotrema,Papiliotrema aurea
20709,AB072226.1.1782,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Cystofilobasidiaceae,Cystofilobasidium,Cystofilobasidium infirmominiatum
20714,AB051892.1.1749,Basidiomycota,Agaricomycetes,Agaricales,Termitomyces sp. Type B,Termitomyces,Termitomyces sp. Type B
20734,AB085808.1.1782,Basidiomycota,Tremellomycetes,Tremellales,Trimorphomycetaceae,Trimorphomyces,Trimorphomyces papilionaceus
20762,AB073271.1.1793,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,Rhodotorula diobovata
20769,AB120749.1.1749,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Neoerysiphe,Neoerysiphe galeopsidis
20785,AB086239.1.1760,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania,Saccharomyces sp. IFO 10917
20787,AB120750.1.1766,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Pleochaeta,Pleochaeta shiraiana
20855,AB126646.1.1783,Basidiomycota,Cystobasidiomycetes,Incertae Sedis,Incertae Sedis,Sakaguchia,Sakaguchia lamellibrachiae
20900,KF952248.1.1729,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,Talaromyces purpureogenus
20914,AB113827.1.1735,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Tolypocladium,Tolypocladium ophioglossoides
20931,AB112077.1.2157,Basidiomycota,Cystobasidiomycetes,Incertae Sedis,Incertae Sedis,Microsporomyces,Microsporomyces magnisporus
20938,AB160991.1.1750,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Claviceps purpurea (ergot fungus)
20952,AB075363.1.1686,Ascomycota,Eurotiomycetes,Onygenales,Incertae Sedis,Spiromastix,Spiromastix sp. JCM 11276
20980,AB075431.1.1659,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Thysanophora,Thysanophora penicillioides
21021,AB075441.1.1659,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Thysanophora,Thysanophora canadensis
21034,AB167384.1.1706,Ascomycota,Sordariomycetes,Hypocreales,Incertae Sedis,Sarocladium,Acremonium sp. CSSF-1
21084,AB100361.1.1745,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium rileyi
21117,AB113352.1.2095,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Ophiocordyceps heteropoda
21154,AB105798.1.1760,Ascomycota,Dothideomycetes,Pleosporales,Incertae Sedis,Shiraia,Shiraia bambusicola
21156,AB160992.1.1749,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Claviceps purpurea (ergot fungus)
21168,AB161196.1.1704,Ascomycota,Eurotiomycetes,Eurotiales,Elaphomycetaceae,Pseudotulostoma,Pseudotulostoma japonicum
21258,AB075428.1.1659,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Thysanophora,Thysanophora penicillioides
21276,AB086834.1.1525,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium herquei
21373,AB080087.1.1743,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps,Cordyceps farinosa
21374,AB120756.1.1784,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Microidium,Microidium phyllanthi
21383,AB048279.1.1780,Ascomycota,Sordariomycetes,Xylariales,Incertae Sedis,Surculiseries,Surculiseries rugispora
21385,AB162147.1.1752,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Claviceps purpurea (ergot fungus)
21427,AB054260.1.1751,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Priceomyces,Priceomyces carsonii
21447,AB126047.1.2115,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Ruineniaceae,Ruinenia,Ruinenia diospyri
21453,AB054272.1.1750,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Debaryomyces,Debaryomyces coudertii
21467,AB054283.1.1743,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Yamadazyma-Candida,Yamadazyma-Candida clade
21481,AB054292.1.1747,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Scheffersomyces,Scheffersomyces spartinae
21495,AB054550.1.1704,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
21569,AB054677.1.1768,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kazachstania-Candida,Kazachstania-Candida clade
21592,AB103380.1.1745,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Purpureocillium,Purpureocillium lilacinum (nematode egg-parasitic fungus)
21599,AB105954.1.2229,Ascomycota,Sordariomycetes,Hypocreales,Ustilaginoidea,Ustilaginoidea,Ustilaginoidea virens
21612,AB053237.1.1745,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Pichia,Pichia norvegensis
21704,AB196323.1.1566,Kickxellomycotina,Kickxellales,Kickxellaceae,Ramicandelaber,Ramicandelaber,Ramicandelaber brevisporus
21849,AB120748.1.1864,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe glycines
21884,AB183531.1.1681,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Parauncinula,Parauncinula septata
21908,AB053252.1.1731,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Saturnispora,Saturnispora ahearnii
21925,AB160993.1.1743,Ascomycota,Sordariomycetes,Hypocreales,Ophiocordycipitaceae,Ophiocordyceps,Claviceps purpurea (ergot fungus)
21997,AB126644.1.1783,Basidiomycota,Cystobasidiomycetes,Incertae Sedis,Incertae Sedis,Buckleyzyma,Buckleyzyma armeniaca
22057,AB073272.1.1797,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodosporidiobolus,Rhodosporidiobolus fluvialis
22064,AB176451.1.1898,Basidiomycota,Agaricomycetes,Russulales,Haloaleurodiscus,Haloaleurodiscus,Haloaleurodiscus mangrovei
22141,AB097452.1.1773,Basidiomycota,Pucciniomycetes,Pucciniales,Uropyxidaceae,Leucotelium,Leucotelium pruni-persicae
22142,AB054573.1.1750,Ascomycota,Saccharomycetes,Saccharomycetales,Phaffomycetaceae,Starmera-Candida,Starmera-Candida clade
22182,AB051047.1.1782,Basidiomycota,Tremellomycetes,Trichosporonales,Trichosporonaceae,Vanrija,Vanrija pseudolonga
22271,AB102783.1.2145,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Epichloe,Epichloe uncinata
22291,AB099944.1.1745,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Isaria,Cordyceps javanica
22301,AB087379.1.1753,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Torulaspora,Torulaspora delbrueckii
22310,AB178480.1.1787,Basidiomycota,Cystobasidiomycetes,Incertae Sedis,Incertae Sedis,Symmetrospora,Symmetrospora gracilis
22455,AB106650.1.1742,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Parengyodontium,Parengyodontium album
22506,AB054262.1.1754,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces occidentalis
22560,AB111493.1.1749,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Mariannaea,Mariannaea punicea
22561,AB054542.1.1758,Ascomycota,Saccharomycetes,Saccharomycetales,Pichiaceae,Ogataea-Candida,Ogataea-Candida clade
